amount,id2,id,hanke_name,teema,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Kohderyhma2,Lookup_Hanketyyppi,Lookup_Kieli,lkm,Lookup_Vaikutusalue,AVI-aluealkup
1800,8,10,"\Minä en käy kirjastossa\""""",Palvelujen kehittäminen,Palvelujen kehittäminen,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/1432,2013,Kirjaston ei-käyttäjät,Kirjaston ei-käyttäjät,ELY,suomenkielinen,1,kunnat,Pohjanmaan
26000,182,254,JÄRKI - Järjestöjen ja kirjaston yhteistyön kehittämishanke,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Limingan kirjasto,Pohjois-Suomi,Liminka,hankkeet.kirjastot.fi/node/1182,2013,Kirjaston ei-käyttäjät,Kirjaston ei-käyttäjät,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
13000,725,1063,Seniorien kirjastoklubi,Mediakasvatus,Mediakasvatus,Uusimaa,Tuusulan kunnankirjasto,Etelä-Suomi,Tuusula,hankkeet.kirjastot.fi/node/2334,2014,"Kirjaston ei-käyttäjät, Ikääntyneet","Kirjaston ei-käyttäjät, Ikääntyneet",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
0,513,757,Marc21 tutuksi.,Verkkopalvelut,Verkkopalvelut,Etelä-Pohjanmaa,"Alajärven kaupunki/Alajärven kaupunginkirjasto/YTY -kirjastot (Alajärvi	 pääkirjasto ja Lehtimäen toimipiste, Evijärvi, Lappajärvi, Perho, Soini, Veteli ja Vimpeli)",Länsi- ja Sisä-Suomi,Alajärvi,hankkeet.kirjastot.fi/node/626,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjanmaan
2000,606,882,Oivallinen uusi Alavus,Strateginen kehittäminen,Strateginen kehittäminen,Etelä-Pohjanmaa,Alavuden kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alavus,hankkeet.kirjastot.fi/node/1521,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjanmaa
5000,117,161,Entresse-Kalajoki,Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Espoon kaupunginkirjasto - Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1124,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Uudenmaan
0,560,823,Monikulttuurinen kirjasto ja markkinointi,Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Espoon kaupunginkirjasto (HelMet-kirjastot),Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/2061,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
13000,621,906,Osaamisen koko kuva Louna-kirjastoissa,Henkilöstön osaaminen,Henkilöstön osaaminen,Kanta-Häme,Forssan kaupunginkirjasto,Etelä-Suomi,Forssa,hankkeet.kirjastot.fi/node/2378,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Etelä-Suomen
56000,64,87,Cycling for libraries 2012 in the Baltic states,Palvelujen kehittäminen,Palvelujen kehittäminen,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/282,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,kansainvälinen	,Okm
26000,353,509,KISKO eli KIrjastopalvelujen Strateginen Kehittäminen Oulun eteläisen kirjastoissa muutosvaiheessa,Henkilöstön osaaminen,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Haapaveden kirjasto,Pohjois-Suomi,Haapavesi,hankkeet.kirjastot.fi/node/2166,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Pohjois-Suomen
0,116,160,Englannin kielen taidot kuntoon ennen IFLA -konferenssia,Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/735,2011,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
85000,890,1305,Yleiset kirjastot osaksi kirjastoalan tuote- ja palvelu-konsepteja sekä yhteisluettelo Melindaan osallistuminen,Kokoelmat,Kokoelmat,Uusimaa-Keskuskirjasto,Yleisten kirjastojen keskuskirjasto,Okm,Helsinki-Keskuskirjasto,hankkeet.kirjastot.fi/node/2472,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,valtakunnallinen	,Okm
0,145,208,Henkilöstön atk-osaamisen päivitys,Henkilöstön osaaminen,Henkilöstön osaaminen,Päijät-Häme,Hollolan kunnankirjasto,Etelä-Suomi,Hollola,hankkeet.kirjastot.fi/node/988,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Uudenmaan
3000,574,844,Musiikkikirjastotyön koulutuspäivät ,Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1771,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,valtakunnallinen	,Uudenmaan
4000,441,649,Library. I love it! Kansainvälinen konferenssi Iisalmessa elokuussa 2014,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Savo,Iisalmen kaupunginkirjasto,Itä-Suomi,Iisalmi,hankkeet.kirjastot.fi/node/1752,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kansainvälinen	,Itä-Suomen
9000,652,955,Pohjois-Karjalan kirjastojen lasten- ja nuortenkirjastopalveluiden arviointi,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/206,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Pohjois-Savon
4300,183,255,"Jasso Toenperä vihreämmäksi, energiaa auringosta",Henkilöstön osaaminen,Henkilöstön osaaminen,Etelä-Savo,Toenperän kirjasto,Itä-Suomi,Joroinen,hankkeet.kirjastot.fi/node/2263,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
10000,390,576,Kuinka vapautamme henkilöstöä sisätöistä asiakaspalveluun: kirjaston luettelointi- ja hankintaprosessien yksinkertaistaminen,Kokoelmat,Kokoelmat,Keski-Suomi,Jyväskylän kaupunginkirjasto - Keski-Suomen maakuntakirjasto,Länsi- ja Sisä-Suomi,Jyväskylä,hankkeet.kirjastot.fi/node/2468,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,kunnat,Okm
4700,207,293,Kalajoki-Entresse -työkierto,Henkilöstön osaaminen,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/1095,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,valtakunnallinen	,Pohjois-Pohjanmaan
2000,870,1275,Virkailijat päivitykseen,Henkilöstön osaaminen,Henkilöstön osaaminen,Keski-Pohjanmaa,Kannuksen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kannus,hankkeet.kirjastot.fi/node/2007,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
0,370,539,"Kokoelma ojennukseen, kirjat kuriin!",Kokoelmat,Kokoelmat,Keski-Pohjanmaa,Kaustisen kirjasto,Länsi- ja Sisä-Suomi,Kaustinen,hankkeet.kirjastot.fi/node/1066,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjanmaan
20000,577,847,Muutoksen tuulet voimavaraksi: YKN:n strategian 2011-2016 jalkauttaminen Lapin kirjastoihin,Strateginen kehittäminen,Strateginen kehittäminen,Lappi,Kemin kaupunginkirjasto,Lappi,Kemi,hankkeet.kirjastot.fi/node/90,2011,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Lapin
9000,371,540,Kokoelman inventointi,Kokoelmat,Kokoelmat,Pohjois-Karjala,Kiteen kaupunginkirjasto,Itä-Suomi,Kitee,hankkeet.kirjastot.fi/node/1429,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Pohjois-Savon
0,281,404,Kirjasto keskipisteessä,Strateginen kehittäminen,Strateginen kehittäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1072,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
5000,188,265,Jotakin tolkkua kokoelmiin - Keski-Pohjanmaan maakuntakirjastojen kokoelmapolitiikka,Kokoelmat,Kokoelmat,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1069,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
5000,28,35,Anders ja Melinda I -vaihe,Verkkopalvelut,Verkkopalvelut,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1910,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
20000,620,905,Osaamisen kehittäminen Etelä-Kymenlaakson kirjastoissa,Henkilöstön osaaminen,Henkilöstön osaaminen,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/1022,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
17000,722,1059,Selvät sävelet Kyyti-kirjastojen musiikkikokoelmiin,Kokoelmat,Kokoelmat,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/2138,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Etelä-Suomen
15000,399,586,Kuopion kaupunginkirjaston aineistotietokannan valmistelu konversioon,Verkkopalvelut,Verkkopalvelut,Pohjois-Savo,Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1809,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,valtakunnallinen	,Itä-Suomen
25000,618,903,Osaaminen jakoon Päijät-Hämeen kirjastoissa,Henkilöstön osaaminen,Henkilöstön osaaminen,Päijät-Häme,Lahden kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Lahti,hankkeet.kirjastot.fi/node/1468,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
6000,143,206,HEILIT KIERTOON: TYÖKIERTOA ETELÄ-KARJALASSA,Henkilöstön osaaminen,Henkilöstön osaaminen,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/2129,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Etelä-Suomen
20000,468,685,Lukki-kirjastojen henkilökunnan osaamisen kehittäminen muutosten keskellä,Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/452,2011,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Uudenmaan ELY-keskus
10000,857,1254,"Verkkotiedonhaun, mediakasvatuksen ja verkko-osaamisen koulutus Kirkes-kirjastoissa",Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Mäntsälän kirjasto,Etelä-Suomi,Mäntsälä,hankkeet.kirjastot.fi/node/1216,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
11000,883,1294,Yhdessä kohti parempia ohjaustaitoja,Henkilöstön osaaminen,Henkilöstön osaaminen,Etelä-Savo,Mäntyharjun kunnankirjasto,Itä-Suomi,Mäntyharju,hankkeet.kirjastot.fi/node/2112,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Itä-Suomen
8600,537,790,Mikkelin kaupunginkirjaston kokoelmapolitiikka,Kokoelmat,Kokoelmat,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/644,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
0,312,449,Kirjaston henkilökunnan täydennyskoulutus,Henkilöstön osaaminen,Henkilöstön osaaminen,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/161,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
9000,619,904,Osaamisen kehittäminen 2020,Henkilöstön osaaminen,Henkilöstön osaaminen,Pirkanmaa,Nokian kaupunginkirjasto,Länsi- ja Sisä-Suomi,Nokia,hankkeet.kirjastot.fi/node/2037,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Länsi- ja SIiä-Suomen
0,164,230,Ilmaa ja liimaa,Henkilöstön osaaminen,Henkilöstön osaaminen,Päijät-Häme,Orimattilan kaupunginkirjasto,Etelä-Suomi,Orimattila,hankkeet.kirjastot.fi/node/473,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
34000,578,848,Muutoskoulutus uuden Oulun henkilökunnalle,Henkilöstön osaaminen,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/428,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
43400,45,58,Avoimesti yhdessä - avoimen lähdekoodin kirjastojärjestelmän kehittämishankkeen arviointi  ,Verkkopalvelut,Verkkopalvelut,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/1500,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,valtakunnallinen	,Okm
5000,79,109,Digitointi- ja editointimahdollisuus Pälkäneen pääkirjastossa,Henkilöstön osaaminen,Henkilöstön osaaminen,Pirkanmaa,Pälkäneen kunnankirjasto,Länsi- ja Sisä-Suomi,Pälkäne,hankkeet.kirjastot.fi/node/268,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjanmaan
0,669,982,Rovaniemen kaupunginkirjaston henkilökunnan opintomatka,Henkilöstön osaaminen,Henkilöstön osaaminen,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/1506,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Lapin
108000,422,617,Lapin yhteinen kirjasto,Verkkopalvelut,Verkkopalvelut,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/151,2011,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Lapin
49400,530,781,Meidän yhteinen kirjasto : Lapin yhteinen kirjasto - projektin jatkohanke,Verkkopalvelut,Verkkopalvelut,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/2380,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Lapin
1306,814,1191,Työkaluja kirjaston laatutyöhön,Henkilöstön osaaminen,Henkilöstön osaaminen,Lappi,Sallan kunnankirjasto,Lappi,Salla,hankkeet.kirjastot.fi/node/1495,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Lapin
0,364,526,Koillismaan kirjastohenkilöstön täydennyskoulutus,Henkilöstön osaaminen,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Taivalkosken kunnankirjasto,Pohjois-Suomi,Taivalkoski,hankkeet.kirjastot.fi/node/1145,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,ylimaakunnallinen	,Pohjois-Pohjanmaan
10000,377,550,Korkean profiilin työasuja kirjastoon,Palvelujen kehittäminen,Palvelujen kehittäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/582,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
18000,723,1060,Selvitys aluetietokannoista ja niiden suhteesta kansalliseen metatietovarantoon,Verkkopalvelut,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1028,2013,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,valtakunnallinen	,Okm
0,886,1299,Yhteisluetteloon: työvälineiden kehittelyä yleisille kirjastoille,Verkkopalvelut,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1816,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,valtakunnallinen	,Länsi- ja Sisä-Suomen 
3000,361,522,Kohti kehittyvää asiakaspalvelua,Verkkopalvelut,Verkkopalvelut,Keski-Suomi,Toivakan kunnankirjasto,Länsi- ja Sisä-Suomi,Toivakka,hankkeet.kirjastot.fi/node/258,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Pohjanmaan
24780,265,377,Kirjasampo-palvelun evaluointi,Verkkopalvelut,Verkkopalvelut,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/919,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,kansainvälinen	,Okm
0,793,1160,Tieteen lukutaidon edistäminen,Mediakasvatus,Mediakasvatus,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/2193,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,valtakunnallinen	,Lounais-Suomen
8000,846,1241,Varastokokoelmat syyniin,Kokoelmat,Kokoelmat,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2360,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
26000,737,1081,Sosiaalisen metadatan ja tuotettujen sisältöjen hallinta ja yhteistyö yleisissä kirjastoissa,Verkkopalvelut,Verkkopalvelut,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/530,2012,Kirjaston henkilökunta,Kirjaston henkilökunta,OKM,suomenkielinen,1,valtakunnallinen	,Okm
3000,772,1135,Teatterin ammattilainen katsoo kirjastoa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Valkeakosken kaupunginkirjasto,Länsi- ja Sisä-Suomi,Valkeakoski,hankkeet.kirjastot.fi/node/1884,2014,Kirjaston henkilökunta,Kirjaston henkilökunta,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen 
0,307,440,Kirjastokumppani - oma opas vammaiselle,Palvelujen kehittäminen,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/397,2012,"Kirjaston henkilökunta, Erityisryhmät","Kirjaston henkilökunta, Erityisryhmät",ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
2900,200,282,Kaiken ikää,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Nurmijärven kirjasto,Etelä-Suomi,Nurmijärvi,hankkeet.kirjastot.fi/node/1438,2013,"Kirjaston henkilökunta, Ikääntyneet","Kirjaston henkilökunta, Ikääntyneet",ELY,suomenkielinen,1,kunnat,Uudenmaan
18000,374,544,Kone kädestä pitäen - opetusmateriaalit verkko- ja laiteopastuksiin,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1764,2014,"Kirjaston henkilökunta, Ikääntyneet, Erityisryhmät, Maahanmuuttajat","Kirjaston henkilökunta, Ikääntyneet, Erityisryhmät, Maahanmuuttajat",ELY,suomenkielinen,1,kunnat,Etelä-Suomen
50000,410,602,"Laatua ja tuottavuutta kirjastopalveluille verkostoituen - Hämeenlinnan, Kouvolan ja Lahden kirjastojen laatujärjestelmähanke",Strateginen kehittäminen,Strateginen kehittäminen,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/576,2012,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,valtakunnallinen	,Uudenmaan ELY-keskus
21000,94,132,Editointiprojekti Lukas-alueen kirjastoissa,Digitointi,Digitointi,Uusimaa,Hangon kaupunginkirjasto - Hangö stadsbibliotek,Etelä-Suomi,Hanko,hankkeet.kirjastot.fi/node/866,2012,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,maakunta	,Uudenmaan ELY-keskus
1000,19,23,Ajantasaista tietotekniikkaa ja mobiilia kirjavinkkausta ,Mediakasvatus,Mediakasvatus,Uusimaa,Hyvinkään kaupunginkirjasto ,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1817,2014,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnat,Etelä-Suomen
9000,84,115,Digitointilaitteet Ylä-Savon kirjastoihin,Laitehankinnat,Laitehankinnat,Pohjois-Savo,Iisalmen kaupunginkirjasto,Itä-Suomi,Iisalmi,hankkeet.kirjastot.fi/node/785,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,seutukunnat	,Pohjois-Savon
1500,415,608,Laitteiden hankinta ,Laitehankinnat,Laitehankinnat,Pirkanmaa,Ikaalisten kaupunginkirjasto,Länsi- ja Sisä-Suomi,Ikaalinen,hankkeet.kirjastot.fi/node/1237,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
9000,334,481,Kirjastopalvelujen tuottaminen seutukirjastossa - kyselyt Joensuun seutukirjaston henkilökunnalle ja asiakkaille,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/1161,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,seutukunnat	,Pohjois-Savon
0,708,1037,Sastamalan kaupungin kotiseutukokoelman täydennyshanke (jatko),Kokoelmat,Kokoelmat,Pirkanmaa,Sastamalan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Sastamala,hankkeet.kirjastot.fi/node/850,2012,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnat,Pohjanmaan
20000,724,1061,Selvitys Pohjanmaan alueen kirjastokimppojen kirjastojärjestelmien yhdistämisen ja kuljetuslogistiikan toiminnallisista edellytyksistä,Strateginen kehittäminen,Strateginen kehittäminen,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/2011,2014,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,ylimaakunnallinen	,Länsi- ja Sisä-Suomen
0,682,999,Ryhtiä rytmeihin,Kokoelmat,Kokoelmat,Päijät-Häme,Sysmän kunnankirjasto,Etelä-Suomi,Sysmä,hankkeet.kirjastot.fi/node/465,2012,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
10000,648,948,PIKI-media - tapahtumatallennusta kirjastossa,Verkkopalvelut,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/786,2012,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,maakunta	,Pohjanmaan
58000,266,378,Kirjasampo.fi - Boksampo.fi aidosti kaksikieliseksi,Verkkopalvelut,Verkkopalvelut,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/721,2012,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",OKM,suomenkielinen,1,valtakunnallinen	,Okm
6000,626,912,Päivittäen paremmaksi - kirjastojärjestelmä  2010-luvulle,Verkkopalvelut,Verkkopalvelut,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/1254,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat","Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,1,maakunta	,Pohjois-Savon
