id2,id,hanke_name,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Lookup_Hanketyyppi,Lookup_Kieli,Lookup_Vaikutusalue,amount,lkm
97,136,Elämää Nivalassa 2: kansanperinteen esittelyä kirjastossa,Oppimisympäristö ja yhteisöllisyys,Pohjois-Pohjanmaa,Nivalan kaupunginkirjasto,Pohjois-Suomi,Nivala,hankkeet.kirjastot.fi/node/2140,2014,"Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,5000,1
98,138,Elämäni sävelet - mukiinmenevä vinkkaus yläkoululaisille  ,Lukemisen edistäminen,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/1192,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,4000,1
99,139,Elämyksellistä kirjavinkkausta kolmosille : Kirjavinkkaustoiminnan kehittäminen Euran kunnan kirjastossa,Lukemisen edistäminen,Satakunta,Euran kunnankirjasto,Lounais-Suomi,Eura,hankkeet.kirjastot.fi/node/1173,2013,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,2300,1
100,140,Elämyksiä Hiidenkivestä,Lukemisen edistäminen,Pohjois-Pohjanmaa,Lumijoen kunnankirjasto,Pohjois-Suomi,Lumijoki,hankkeet.kirjastot.fi/node/1215,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,2000,1
101,142,Elämyksiä ja e-lukulaitteita - pienten kirjastojen uinuva potentiaali käyttöön,Palvelujen kehittäminen,Kymenlaakso,Haminan kaupunginkirjasto,Etelä-Suomi,Hamina,hankkeet.kirjastot.fi/node/392,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,6000,1
102,143,Elämyksiä kirjaston kulmilla ja etäämmälläkin lukemisen ja mediatoiminnan edistämiseksi,Lukemisen edistäminen,Pohjois-Pohjanmaa,Alavieskan kunnankirjasto,Pohjois-Suomi,Alavieska,hankkeet.kirjastot.fi/node/1812,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,5000,1
103,144,Elämyksiä kirjastonkäyttäjille,Lukemisen edistäminen,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/1154,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,2000,1
104,145,Elämyksiä kirjastoseikkailusta ja lukuiloa tietokirjoista!,Lukemisen edistäminen,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/455,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,5500,1
105,146,Elämyksiä lukemalla,Lukemisen edistäminen,Kainuu,Kuhmon kaupunginkirjasto,Pohjois-Suomi,Kuhmo,hankkeet.kirjastot.fi/node/1927,2014,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,5000,1
106,147,Elämyksiä palvelukotiin,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Rantsilan kirjasto,Pohjois-Suomi,Siikalatva,hankkeet.kirjastot.fi/node/1291,2013,"Ikääntyneet, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,10000,1
107,149,Elämysreiteillä: Espoon uuden kirjastoauton tapahtumareitit,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto - kirjastoauto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1166,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,6000,1
108,151,Elämysten kirjasto,Laitehankinnat,Pohjois-Savo,Keiteleen kunnankirjasto,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/448,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2200,1
109,152,Elämysten kirjasto 2,Laitehankinnat,Pohjois-Savo,Keiteleen kunnankirjasto,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1113,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,3200,1
110,153,Elämysten kirjasto 3,Laitehankinnat,Pohjois-Savo,Keiteleen ja Pielaveden kunnankirjastot,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1825,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,1200,1
111,154,Elävä Nurkka: sisällöntuotantoa lapsille ja nuorille,Mediakasvatus,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/728,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,8000,1
112,156,Eläviä lasten kirjallisuustapahtumia kirjastossa,Lukemisen edistäminen,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/509,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,26600,1
113,157,Elias Lönnrot -muistokokoelman luettelointi,Kokoelmat,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/2321,2014,Kirjaston asiakkaat,ELY,suomenkielinen,valtakunnallinen	,5000,1
114,158,Eloisampia esityksiä & kätsympää kirjastonkäytön opetusta,Mediakasvatus,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1919,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
115,159,Elokuvakirjallisuus kaikkien käyttöön,Kokoelmat,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/2072,2014,Kirjaston asiakkaat,ELY,suomenkielinen,valtakunnallinen	,0,1
116,160,Englannin kielen taidot kuntoon ennen IFLA -konferenssia,Henkilöstön osaaminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/735,2011,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
117,161,Entresse-Kalajoki,Henkilöstön osaaminen,Uusimaa,Espoon kaupunginkirjasto - Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1124,2013,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,5000,1
118,162,Eragonin siivellä,Lukemisen edistäminen,Varsinais-Suomi,Nousiaisten kunnankirjasto,Lounais-Suomi,Nousiainen,hankkeet.kirjastot.fi/node/388,2011,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,2000,1
119,164,Esteettömät tarinat,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/970,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,seutukunnat	,8000,1
120,167,Etäpalvelupisteen ja mediapajan perustaminen Luumäen pääkirjastoon,Laitehankinnat,Etelä-Karjala,Luumäen kunnankirjasto,Etelä-Suomi,Luumäki,hankkeet.kirjastot.fi/node/2281,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
121,168,Etelä-Savon kirjastojen kokoelmapolitiikka,Kokoelmat,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/1837,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,20000,1
122,170,Etiäppäin! - Kurikan kirjasto 150 vuotta,Palvelujen kehittäminen,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/1249,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta, Kirjaston ei-käyttäjät",ELY,suomenkielinen,seutukunnat	,4000,1
123,173,Ett synligt bibliotek,Tilasuunnittelu,Uusimaa,Ingå kommunbibliotek,Etelä-Suomi,Inkoo,hankkeet.kirjastot.fi/node/1732,2014,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnat,2500,1
124,174,Eväitä lukunälkäisille,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1767,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,5000,1
125,175,Faktaa ja fiktiota Koillismaan kirjastoissa,Lukemisen edistäminen,Pohjois-Pohjanmaa,Taivalkosken kunnankirjasto,Pohjois-Suomi,Taivalkoski,hankkeet.kirjastot.fi/node/2285,2014,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,6500,1
126,176,Förbättrande av kundtjänst i bokbussen och biblioteket,Palvelujen kehittäminen,Pohjanmaa,Korsnäs kommunbibliotek,Länsi- ja Sisä-Suomi,Korsnäs,hankkeet.kirjastot.fi/node/1733,2014,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnat,4000,1
127,177,Författaren i biblioteket,Lukemisen edistäminen,Uusimaa,Raseborgs stadsbibliotek,Etelä-Suomi,Raasepori,hankkeet.kirjastot.fi/node/216,2012,"Lapset (alle 13 v.), Kirjaston asiakkaat",ELY,ruotsinkielinen,kunnat,5000,1
128,179,Förnyande av teknisk utrustning på Pedersöre kommunbibliotek,Laitehankinnat,Pohjanmaa,Pedersöre kommunbibliotek,Länsi- ja Sisä-Suomi,Pedersören kunta,hankkeet.kirjastot.fi/node/250,2012,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnat,15000,1
129,180,Forssan museon kirjakokoelma näkyväksi,Kokoelmat,Kanta-Häme,Forssan kaupunginkirjasto,Etelä-Suomi,Forssa,hankkeet.kirjastot.fi/node/327,2012,Tietty ammattiryhmä (esim. opettajat),ELY,suomenkielinen,seutukunnat	,12000,1
130,181,Fråga experten,Palvelujen kehittäminen,Varsinais-Suomi,Kimitoöns kommunbibliotek,Lounais-Suomi,Kemiönsaari,hankkeet.kirjastot.fi/node/447,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,kunnan- tai kaupunginosat	,1500,1
131,183,Från biblioteksstig till mediestig,Mediakasvatus,Varsinais-Suomi,Kimitoöns kommunbibliotek,Lounais-Suomi,Kemiönsaari,hankkeet.kirjastot.fi/node/2028,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,ruotsinkielinen,kunnan- tai kaupunginosat	,6000,1
132,185,Fressit tilat - lasten ja nuorten kohtaamispaikka Kittilän kirjastossa,Tilasuunnittelu,Lappi,Kittilän kunnankirjasto,Lappi,Kittilä,hankkeet.kirjastot.fi/node/106,2011,"Lapsiperheet, Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,28700,1
133,188,Guldresan - från nybörjarläsare till bokslukare - Kultainen matka - aloittelevasta lukijasta kirja-ahmijaan,Lukemisen edistäminen,Uusimaa,Hangon kaupunginkirjasto - Hangö stadsbibliotek,Etelä-Suomi,Hanko,hankkeet.kirjastot.fi/node/2137,2014,"Lapset (alle 13 v.), Sidosryhmät",ELY,ruotsinkielinen,kunnan- tai kaupunginosat	,0,1
134,190,Hakeutuvat palvelut ikäihmisille,Palvelujen kehittäminen,Lappi,Kemijärven kaupunginkirjasto,Lappi,Kemijärvi,hankkeet.kirjastot.fi/node/1176,2013,Ikääntyneet,ELY,suomenkielinen,kunnat,2000,1
135,191,Hämeenlinnan Aikakone,Oppimisympäristö ja yhteisöllisyys,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/775,2012,Kirjaston asiakkaat,ELY,suomenkielinen,valtakunnallinen	,0,1
136,192,Hämeenlinnan koulukirjastohanke,Tilasuunnittelu,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/671,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,30000,1
137,194,HANAA! - kirjamoottori käyntiin ja vauhtia!,Lukemisen edistäminen,Päijät-Häme,Hartolan kunnankirjasto,Etelä-Suomi,Hartola,hankkeet.kirjastot.fi/node/1101,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet",ELY,suomenkielinen,kunnan- tai kaupunginosat	,3500,1
138,197,Handikappvänligare bokbuss,Tilasuunnittelu,Pohjanmaa,Vörå kommunbibliotek,Länsi- ja Sisä-Suomi,Vöyri,hankkeet.kirjastot.fi/node/1441,2013,Erityisryhmät,ELY,ruotsinkielinen,kunnat,15000,1
139,198,Harrastuksen kautta kirjastoon,Lukemisen edistäminen,Pohjois-Pohjanmaa,Ylivieskan kaupunginkirjasto,Pohjois-Suomi,Ylivieska,hankkeet.kirjastot.fi/node/1926,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,kunnat,3500,1
140,201,"Hei, me hypetetään!",Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto - Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1120,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
141,202,Heili hehkeäksi - Etelä-Karjalan Heili -kirjastokimpan kokoelmat kuntoon,Verkkopalvelut,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/413,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,20000,1
142,204,Heili Kakkonen,Verkkopalvelut,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/2110,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,35000,1
143,206,HEILIT KIERTOON: TYÖKIERTOA ETELÄ-KARJALASSA,Henkilöstön osaaminen,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/2129,2014,Kirjaston henkilökunta,ELY,suomenkielinen,maakunta	,6000,1
144,207,Hengaa kirjastossa! Nuorille tilaa ja tekemistä Lappeenrannan maakuntakirjastoon,Tilasuunnittelu,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/2139,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,2000,1
145,208,Henkilöstön atk-osaamisen päivitys,Henkilöstön osaaminen,Päijät-Häme,Hollolan kunnankirjasto,Etelä-Suomi,Hollola,hankkeet.kirjastot.fi/node/988,2013,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
146,209,Hiljaisuutta ja työrauhaa kirjastoon! - Häiriöttömän ja joustavan yksilöllisen työtilan ja rauhallisen ja muunneltavan ryhmätyöskentelytilan tarjoaminen kirjaston asiakkaille,Tilasuunnittelu,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/1497,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
147,210,Historia keskuudessamme - yksityistä ja yhteistä elämää,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Akaan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Akaa,hankkeet.kirjastot.fi/node/2233,2014,Ikääntyneet,ELY,suomenkielinen,kunnat,2500,1
148,211,Hitaasti kirjastossa,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/410,2012,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,3600,1
149,212,Houkutteleva kirjasto,Tilasuunnittelu,Pohjois-Savo,Sonkajärven kunnankirjasto,Itä-Suomi,Sonkajärvi,hankkeet.kirjastot.fi/node/1586,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,5000,1
150,213,Hupala,Lukemisen edistäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/538,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,4000,1
151,216,Hyppää verkkomaailmaan - kirjasto apuna arjen verkkoasioinnissa,Laitehankinnat,Uusimaa,Keravan kaupunginkirjasto,Etelä-Suomi,Kerava,hankkeet.kirjastot.fi/node/1555,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,12200,1
152,217,Hyvä paha Wikipedia:  Nilsiän yläkoululaisten  tiedonhakutaidot ajantasalle verkkoympäristössä,Mediakasvatus,Pohjois-Savo,Nilsiän kirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1308,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,3000,1
153,218,Hyvää 164-vuotissyntymäpäivää!,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Pyhäjoen kunnankirjasto,Pohjois-Suomi,Pyhäjoki,hankkeet.kirjastot.fi/node/1134,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
154,219,Hyvinkääläisiä helmiä - musiikin kotiseutuaineiston digitointi,Digitointi,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1785,2014,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,seutukunnat	,0,1
155,221,Hyvinkään pääkirjaston juhlavuosi,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/237,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4000,1
156,222,Hyvinvointia kirjastosta,Oppimisympäristö ja yhteisöllisyys,Keski-Suomi,"Uuraisten kunnankirjasto, (Petäjäveden kunnankirjasto)",Länsi- ja Sisä-Suomi,Uurainen,hankkeet.kirjastot.fi/node/2069,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,6000,1
157,223,"Iines, Idefix ja kumppanit kirjastomaailmoissa - Kauhajoen sarjakuvasäpinät",Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhajoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhajoki,hankkeet.kirjastot.fi/node/1508,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,seutukunnat	,6000,1
158,224,Ikä ei ole este ,Palvelujen kehittäminen,Kanta-Häme,Forssan kaupunginkirjasto,Etelä-Suomi,Forssa,hankkeet.kirjastot.fi/node/1170,2013,Ikääntyneet,ELY,suomenkielinen,seutukunnat	,30000,1
159,225,Ikääntyvien kirjastopalvelut kuntoon,Palvelujen kehittäminen,Pirkanmaa,Ruoveden kunnankirjasto,Länsi- ja Sisä-Suomi,Ruovesi,hankkeet.kirjastot.fi/node/1404,2013,Ikääntyneet,ELY,suomenkielinen,kunnat,1000,1
160,226,Ikäihmiset ja tietotekniikka,Laitehankinnat,Lappi,Kemijärven kaupunginkirjasto,Lappi,Kemijärvi,hankkeet.kirjastot.fi/node/2015,2014,Ikääntyneet,ELY,suomenkielinen,kunnat,7000,1
161,227,Ikäihmisten iloksi ja hyödyksi,Oppimisympäristö ja yhteisöllisyys,Satakunta,Harjavallan kaupunginkirjasto,Lounais-Suomi,Harjavalta,hankkeet.kirjastot.fi/node/373,2012,Ikääntyneet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,1200,1
162,228,Ikäihmisten kulttuurikerhon toiminnan kehittäminen,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/402,2012,Ikääntyneet,ELY,suomenkielinen,kunnat,3000,1
163,229,Ikinuorten iltapäivät,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/232,2012,Ikääntyneet,ELY,suomenkielinen,kunnat,3500,1
164,230,Ilmaa ja liimaa,Henkilöstön osaaminen,Päijät-Häme,Orimattilan kaupunginkirjasto,Etelä-Suomi,Orimattila,hankkeet.kirjastot.fi/node/473,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
165,231,Ilmajoen audiovisuaalisen perinnön digitointi,Laitehankinnat,Etelä-Pohjanmaa,Ilmajoen kunnankirjasto,Länsi- ja Sisä-Suomi,Ilmajoki,hankkeet.kirjastot.fi/node/1309,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2000,1
166,232,Iloa ikäihmisille Kihniössä,Palvelujen kehittäminen,Pirkanmaa,Kihniön kunnankirjasto,Länsi- ja Sisä-Suomi,Kihniö,hankkeet.kirjastot.fi/node/1915,2014,"Ikääntyneet, Erityisryhmät",ELY,suomenkielinen,kunnat,2000,1
167,234,Iloa ikäihmisille Parkanossa,Palvelujen kehittäminen,Pirkanmaa,Parkanon kaupunginkirjasto,Länsi- ja Sisä-Suomi,Parkano,hankkeet.kirjastot.fi/node/1984,2014,"Ikääntyneet, Erityisryhmät",ELY,suomenkielinen,kunnat,3000,1
168,236,Iloa ja eväitä arkeen - erityislasten musiikkileikkikouluryhmä/-t kirjastolla,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1783,2014,"Lapset (alle 13 v.), Lapsiperheet",ELY,suomenkielinen,seutukunnat	,0,1
169,238,Iltakahvit kirjastolla,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/1436,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,1200,1
170,240,Informaatiolukutaitoon ohjaaminen,Mediakasvatus,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/316,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,7000,1
171,242,Innostamme lukemaan ja oppimaan uudenlaisin menetelmin,Laitehankinnat,Etelä-Pohjanmaa,Lapuan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Lapua,hankkeet.kirjastot.fi/node/2125,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,6000,1
172,243,Internet ihmisten iloksi ja hyödyksi,Laitehankinnat,Pohjois-Pohjanmaa,Kärsämäen kirjasto,Pohjois-Suomi,Kärsämäki,hankkeet.kirjastot.fi/node/256,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,3800,1
173,244,Intoa elämään - ikäihmisten kirjastohanke  ,Palvelujen kehittäminen,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/1338,2013,Ikääntyneet,ELY,suomenkielinen,kunnat,0,1
174,245,IPadit kirjastossa - uusia polkuja tiedonlähteille vauvasta vaariin,Laitehankinnat,Etelä-Pohjanmaa,Kauhajoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhajoki,hankkeet.kirjastot.fi/node/1931,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,3000,1
175,246,"Isät, pojat ja maailmankaikkeus ",Lukemisen edistäminen,Pohjois-Pohjanmaa,Haapajärven kirjasto,Pohjois-Suomi,Haapajärvi,hankkeet.kirjastot.fi/node/2058,2014,"Miehet, Lapsiperheet",ELY,suomenkielinen,kunnat,4500,1
176,247,"Itä-Suomen kirjastojen (Pohjois-Savo, Etelä-Savo, Pohjois-Karjala) OKM:n laatukuvauksen mukainen laatutason kartoittaminen",Strateginen kehittäminen,Pohjois-Savo,Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1790,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,ylimaakunnallinen	,14000,1
177,248,Itä-Suomen yhteinen kirjastojärjestelmä kuntalaisia palvelemassa,Verkkopalvelut,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/197,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,ylimaakunnallinen	,30000,1
178,250,Itä-Uudenmaan kirjailijat -verkkosivuston kirjailijatiedot Kirjasampoon,Verkkopalvelut,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/1936,2014,Kirjaston asiakkaat,ELY,suomenkielinen,valtakunnallinen	,16000,1
179,251,Itsepalvelukirjasto,Palvelujen kehittäminen,Etelä-Pohjanmaa,Alajärven kaupunki/Alajärven kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alajärvi,hankkeet.kirjastot.fi/node/2205,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,40000,1
180,252,Itsepalvelukirjasto keskelle kaupunkia,Palvelujen kehittäminen,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2422,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,35000,1
181,253,Jaetut muistot -projekti,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/999,2013,Ikääntyneet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3500,1
182,254,JÄRKI - Järjestöjen ja kirjaston yhteistyön kehittämishanke,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Limingan kirjasto,Pohjois-Suomi,Liminka,hankkeet.kirjastot.fi/node/1182,2013,Kirjaston ei-käyttäjät,ELY,suomenkielinen,kunnat,26000,1
183,255,"Jasso Toenperä vihreämmäksi, energiaa auringosta",Henkilöstön osaaminen,Etelä-Savo,Toenperän kirjasto,Itä-Suomi,Joroinen,hankkeet.kirjastot.fi/node/2263,2013,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,4300,1
184,256,Johtti girjerádju-Jutaava kirjastotyö,Palvelujen kehittäminen,Lappi,Inarin kunnankirjasto,Lappi,Inari,hankkeet.kirjastot.fi/node/1200,2013,"Kirjaston asiakkaat, Sidosryhmät, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,38500,1
185,259,Johtti girjerádju/Jutaava kirjasto,Henkilöstön osaaminen,Lappi,Inarin kunnankirjasto,Lappi,Inari,hankkeet.kirjastot.fi/node/239,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,22000,1
